A Fig For A Kiss------41
A Finnish Polka------6
An Phis Fhliuch------6
A Polka------38
Ash Plant------22
Ask John------60
Ballydesmond Polka #1------40
Ballydesmond Polka #2------40
Banish Misfortune------7,8
Bank Of Turf------51
Banshee------26
Behind the Haystack------18
Belfast Hornpipe------55
Bill Malley's------58
Bill Sullivan's------45
Bird in the Bush------36
Blackthorn Stick------29
Blarney Pilgrim------7,8
Bohola Jig------29
Boys Of Ballycastle------5
Boys of Bluehill------5
Britches Full of Stitches------45
ButterFly------38
Calliope House------29
Chief O'Neill's Favorite------55
Church St Polka------59
Cliffs of Moher------19
Coach Road To Sligo------29
Coffee------21
Coffee on the Bricks------17
Colonel Rodger's Favorite------35
Come Back Paddy Reilly------60
Concertina Reel------48
Connaughtman's Rambles------12
Cooley's------27
Cunla------15
Dinky's------22
Donnybrook Fair------62,52
Doonagore------9
Down the Hill------37
Drops of Brandy------41
Drowsy Maggie------27
Drunken Landlady------35
Dunmore Lasses------48
Earl's Chair------36
Edna's Vase------25
Eileen O'Riordan's------23
Evit Gabriel------56
Face the Table------32
Fat Cardinal------33
Father Kelly's------44
Fermoy Lasses------9,13
Fifty Cent Piece------53
Fisher's Hornpipe------39
Fred Finn's------34
Freize Britches------57
Frost is All Over------15
Gander in the Pratie Hole------16
Garrett Barry's------7,8
Golden Gardens------43
Happy Days of Youth------35
Happy Polka------59
Hardiman The Fiddler------41
Haste to the Wedding------52
Hillgrove's Waltz------25
Humors of Ballylaughlin------61
Jessica's Polka------6
Jimmy Ward's------47,65
John Brennan's------44
John Egan's------42
Julia Clifford's------40
Julia Delaney------11
Kerry Polka------64
Kesh Jig------14,24
Kid On The Mountain------38
Kilashandra Lasses------62
Kilnamona------58
Kitty Lie Over------15
Kitty on the Rail------31
Lark in the Morning------28
Learned from Tom McCann in Philly------42
Learned from Tom McCann in Philly------42
Lilting Banshee------21
Lucy Farr's------58
Lydia has no Faith in Cats------24
Maggie in the Woods------20
Maid Behind The Bar------30
Mason's Apron------10
Master Crowley's------10
Merrily Kissed the Quaker------18
Merry Blacksmith------26
Mickey Dalton's No.3------64
Miss Monaghan's------36
Mooncoin------49
Mountain Road------48
Musical Priest------30
My Darling Asleep------51
Oak Cliff Road------31
Oddfellows in Plainville------24
O'Dowd's Pitch------31
Off to California------5
Old Bush------54
Old Hag You Have Killed Me------52
Out on the Ocean------12,50
Peggy Lettermore------20
Persistence of Noel Reid------16,17
Pipe On The Hob #1------46
Pipe On The Hob #2------46
Rakish Paddy------54
Rambling Pitchfork------62
Reel de Montebello------56
Reel de Montreal------56
Return to Milltown------22
Road to Lisdoonvarna------13,14
Saddle The Pony------51
Sailing Into Walpole's Marsh------34
Salmon's Leap------43
Salt River Road------19
Shandon Bells------12
Ships Are Sailing------11
Silver Spear------30
Sonny's Mazurka------63
St Anne's Reel------26,39
Star of Munster------11
Staten Island Hornpipe------39
Swallowtail Jig------13,14
Sweeney's Polka------64
Tam Lin------10
Tar Road to Sligo------19
Tatter Jack Walsh------47,49
Tehan's Favorite------23
Three Little Drummers------53
Tobin's Favorite------49,50
Toss the Feathers------27
Tripping up the Stairs------21,50
Untitled Polka------32
Untitled Reel------33
Walls of Liscarroll------18
When Sick is it Tea You Want?------53
Where I Told Her I Loved Her and Sprained Her Ankle------16,17
Whistling Wrangler------32
Worn Petticoat------23
Yellow Tinker------9
Young Tom Ennis------65
